intitule,adresse,codepostal,ville,telephone,latitude,longitude,
Point Info Famille du CIDFF de la Dordogne,15 rue Thiers  ,24000,PERIGUEUX,+33 5 53 35 90 90,45.1858722,0.7147734,
Point d'accès au droit de Saint-Arnoult-en-Yvelines,Rue Maurice Dejean  ,78730,ST ARNOULT EN YVELINES,+33 1 30 41 27 81,48.5758691,1.9486435,
Relais d'accès au droit de Rambouillet,CAF 40 rue Sadi Carnot ,78120,RAMBOUILLET,+33 1 30 74 21 01,48.6487666,1.8307962,
Point Info Famille UDAF du Calvados,5 bis place de la résistance BP 3041 ,14000,CAEN,,49.1810696,-0.3554313,
Point d'accès au droit de Poissy,12 boulevard Louis Lemelle  ,78300,POISSY,+33 1 39 65 23 11,48.9269878,2.0440584,
Maison de Justice et du Droit du Val de Seine,79 Boulevard Victor Hugo  ,78130,Les Mureaux,+33 1 34 92 73 42,48.992131,1.911202,
Relais d'accès au droit de Maurepas,Relais Marianne 12bis rue de la Saône ,78310,MAUREPAS,+33 1 30 50 99 87,48.7677703,1.9436816,
Point d'accès au droit de Mantes-La-Ville,Centre de vie sociale Augustin Serre 62 rue Louise Michel ,78711,MANTES LA VILLE,+33 1 30 98 55 42,48.9758542,1.7031232,
Permanence d’information et d’orientation juridiques dédiée aux jeunes/mineurs de Niort,P.A.E.J. 10 avenue Bujault ,79000,NIORT,+33 5 49 28 60 62,46.3238567,-0.4575836,
Permanence d’information et d’orientation juridiques de Bressuire,Maison des Avocats 10 rue de la Prison ,79300,BRESSUIRE,+33 5 49 65 34 42,46.8390455,-0.4896001,
Conseil départemental d'accès au droit des Deux-Sèvres,2 rue du Palais BP8819 ,79028,NIORT CEDEX,+33 5 49 77 22 56,46.323334,-0.466306,
Maison de Justice et du Droit_Antenne de Trappes,3 Place de la Mairie  ,78190,Trappes,+33 1 30 16 03 23,48.776912,2.000009,
Permanence d’information et d’orientation juridiques d'Abbeville,Mairie Rue aux Pareurs ,80100,ABBEVILLE,+33 3 22 25 43 43,50.1103659,1.8333403,
Conseil départemental d'accès au droit de la Somme,Tribunal de grande instance 14 rue de Luzarches ,80027,AMIENS CEDEX 1,+33 3 22 82 35 00,49.893275,2.301079,
Conseil de Prud'hommes d'Avesnes sur Helpe,  ,59219,AVESNES SUR HELPE,,50.123487,3.92827,
Conseil Départemental d'Accès au Droit du Val d'Oise,Tribunal de Grande Instance 1 Place Nicolas Flamel ,95301,Pontoise,+33 1 34 20 40 40,49.052039,2.099102,
Direction territoriale de la protection judiciaire de la jeunesse Les Savoie,1 Allée des Saules BP 362 ,74012,ANNECY CEDEX,+33 4 50 45 91 74,45.899464,6.114015,
Direction territoriale de la protection judiciaire de la jeunesse de l'Isère,11 rue Elie Vernet BP 1511 ,38025,GRENOBLE CEDEX 1,+33 4 76 12 14 44,45.197647,5.713079,
Service pénitentiaire d'insertion et de probation du Puy-de-Dôme,63 boulevard Berthelot  ,63000,CLERMONT FERRAND,+33 4 73 19 67 00,45.7820189,3.0719778,
Direction territoriale de la protection judiciaire de la jeunesse de l'Auvergne,1 rue des Cottages BP 383 ,63010,CLERMONT FERRAND CEDEX 1,+33 4 73 93 86 58,45.765392,3.082282,
Direction territoriale de la protection judiciaire de la jeunesse de l'Oise,31 rue Desgroux BP 607 ,60006,BEAUVAIS CEDEX,+33 3 44 45 41 66,49.428325,2.079241,
Direction territoriale de la protection judiciaire de la jeunesse des Bouches-du-Rhône,Immeuble Le Noailles 62 La Canebière ,13001,MARSEILLE,+33 4 96 11 07 37,43.319175,5.404605,
Direction territoriale de la protection judiciaire de la jeunesse de la Moselle,"Immeuble ""Les Perspectives"" 10 rue de l'Hôtel de Ville ",57958,MONTIGNY LES METZ CEDEX,+33 3 87 63 10 64,49.100808,6.154609,
Direction territoriale de la protection judiciaire de la jeunesse Finistère-Morbihan,1 avenue du Braden Bâtiment B ,29196,QUIMPER CEDEX,+33 2 98 52 24 60,47.986556,-4.083094,
Service pénitentiaire d'insertion et de probation de Corrèze,4 passage Borely  ,19000,TULLE,+33 5 55 20 09 08,45.272907,1.754931,
Service pénitentiaire d'insertion et de probation du Doubs,1 ter rue Victor Delavelle  ,25000,BESANCON,+33 3 81 47 12 10,47.242716,6.028873,
Direction territoriale de la protection judiciaire de la jeunesse de Paris,13 rue Christiani  ,75018,PARIS,+33 1 53 09 98 30,48.886098,2.348201,
Service pénitentiaire d'insertion et de probation de la Haute-Corse,1 boulevard Paoli  ,20200,BASTIA,+33 4 95 34 87 00,42.696072,9.447285,
Service pénitentiaire d'insertion et de probation de l'Ardèche,2 boulevard des Mobiles  ,7000,PRIVAS,+33 4 75 66 39 20,44.7347,4.601413,
Direction territoriale de la protection judiciaire de la jeunesse du Pas-de-Calais,2-4-6 rue Sainte-Agnès Résidence Sainte-Agnès ,62000,ARRAS,+33 3 21 21 29 70,50.28919,2.770494,
Service pénitentiaire d'insertion et de probation du Tarn,3 rue des Chalets  ,81000,ALBI,+33 5 63 38 86 70,43.924085,2.139556,
Service pénitentiaire d'insertion et de probation de la Haute-Vienne,Résidence Elysée Carnot 3 rue de l'Elysée ,87100,LIMOGES,+33 5 55 49 11 00,45.841602,1.256844,
Service pénitentiaire d'insertion et de probation de l'Hérault,909 avenue de Toulouse CS 85019 ,34076,MONTPELLIER CEDEX 3,+33 4 99 51 28 80,43.594759,3.861364,
Service pénitentiaire d'insertion et de probation de l'Orne,17 avenue de l'Industrie  ,61200,ARGENTAN,+33 2 33 12 20 70,48.732454,-0.025126,
Service pénitentiaire d'insertion et de probation de la Seine-Maritime,55 rue Amiral Cécille Immeuble Normandie 2 - 7è étage ,76100,ROUEN,+33 2 32 81 52 55,49.432035,1.08273,
Service pénitentiaire d'insertion et de probation de l'Isère,84 rue des Alliés  ,38100,GRENOBLE,+33 4 76 23 55 01,45.172358,5.722654,
Service pénitentiaire d'insertion et de probation de l'Ain,6 rue Tony Ferret BP 141 ,1004,BOURG EN BRESSE CEDEX,+33 4 74 50 37 50,46.196744,5.233217,
Service pénitentiaire d'insertion et de probation de la Seine-Saint-Denis,31 rue Delizy  ,93500,PANTIN,+33 1 41 60 40 40,48.896374,2.409122,
Service pénitentiaire d'insertion et de probation de l'Essonne,9 rue Lafayette  ,91814,CORBEIL ESSONNES CEDEX,+33 1 69 22 81 50,48.597716,2.467501,
Direction Inter Régionale de la Protection judiciaire de la jeunesse Grand Nord,123 boulevard de la Liberté BP 2038 ,59014,LILLE CEDEX,+33 3 20 21 83 50,50.628863,3.066813,
Direction territoriale de la protection judiciaire de la jeunesse des Hauts-de-Seine,21 rue Médéric BP 116 ,92251,LA GARENNE COLOMBES CEDEX,+33 1 41 19 74 80,48.911892,2.251007,
Direction Inter Régionale de la Protection judiciaire de la jeunesse Grand Ouest,6; place des Colombes CS - 20804 ,35108,RENNES CEDEX 3,+33 2 99 87 95 10,48.105097,-1.677533,
DIrection Inter Régionale de la Protection Judiciare de la Jeunesse Sud Ouest,8 rue Poitevin CS 11508 ,33062,BORDEAUX CEDEX,+33 5 56 79 14 49,44.845368,-0.583402,
Service pénitentiaire d'insertion et de probation de la Vendée,135 boulevard d'Angleterre  ,85000,LA ROCHE SUR YON,+33 2 51 37 08 08,46.674157,-1.43125,
Direction territoriale de la protection judiciaire de la jeunesse Loire-Atlantique - Vendée,11 rue Arthur III BP 66314 ,44263,NANTES CEDEX 2,+33 2 40 14 59 59,47.207598,-1.562286,
Point d'accès au droit de Petit Couronne,Maison de la citoyenneté 160 rue du Général Leclerc ,76650,PETIT COURONNE,+33 2 32 11 03 59,49.3846747,1.0209967,
Service pénitentiaire d'insertion et de probation de l'Aube,42 boulevard Gambetta  ,10000,TROYES,+33 3 25 49 79 80,48.298236,4.06864,
Direction territoriale de la protection judiciaire de la jeunesse Haute-Normandie,119 rue du Champ des Oiseaux BP 4079 ,76022,ROUEN CEDEX,+33 2 32 08 30 90,49.454611,1.0959,
Service pénitentiaire d'insertion et de probation des Pyrénées-Orientales,558 rue Pierre Pascal Fauvelle  ,66000,PERPIGNAN,+33 4 68 68 51 10,42.680998,2.870674,
Service pénitentiaire d'insertion et de probation de l'Ille-et-Vilaine,35 rue Louis Guilloux CS 91115 ,35011,RENNES CEDEX,+33 2 99 54 72 60,48.111448,-1.701346,
Direction territoriale de la protection judiciaire de la jeunesse Aube - Haute-Marne,2 place du Vouldy  ,10000,TROYES,+33 3 25 80 71 25,48.294911,4.081424,
Direction territoriale de la protection judiciaire de la jeunesse de la Franche-Comté,15D rue Rivotte  ,25018,BESANCON CEDEX,+33 3 81 25 04 70,47.265236,6.028118,
Direction territoriale de la protection judiciaire de la jeunesse Pyrénées-Orientales  -  Aude,9 espace Méditerranée BP 70628 ,66000,PERPIGNAN,+33 4 68 35 77 60,42.700833,2.901666,
Direction territoriale de la protection judiciaire de la jeunesse Somme - Aisne,l'Arche de la vallée des Vignes 49 avenue d'Italie - CS 59002 ,80094,AMIENS CEDEX 3,+33 3 22 80 54 55,49.894497,2.292914,
Délégué du Médiateur de Nice,Route de Grenoble  ,6000,NICE,+33 4 93 72 22 74,43.7267289,7.18995,
Délégué du Médiateur de Nantes,  ,44000,NANTES,,47.238295,-1.552091,
Délégué du Médiateur de Rennes,1; rue Louis et René MOINE  ,35200,RENNES,+33 2 23 62 21 54,48.091866,-1.682006,
Délégué du Médiateur de Savigny-le-Temple,  ,77176,SAVIGNY LE TEMPLE,,48.579714,2.570475,
Délégué du Médiateur de Nantua,4; place d'armes BP 27 ,1130,NANTUA,+33 4 74 32 30 45,46.151809,5.607554,
Tribunal d'Instance de Péronne,57 Rue Saint-Fursy  ,80200,PERONNE,+33 3 22 84 72 80,49.926836,2.931625,
Bureau d'aide aux victimes de Fort-de-France,35 Boulevard du Général de Gaulle BP 633 ,97200,FORT-DE-FRANCE,,14.6072147,-61.0678656,
Maison de Justice et du Droit d'Arles,16 avenue J.F. Kennedy Quartier Griffeuille ,13200,ARLES,04 90 52 20 61,43.6765896761,4.64269896295,
Service médiation association Montjoie,45 Avenue François Mitterrand  ,72000,LE MANS,,48.003426,0.199512,
Relais d'accès au droit de Paris,Coeur de Femmes 77 rue du Château des Rentiers ,75013,PARIS,+33 1 45 83 52 72,48.826668,2.368902,
Délégué du Médiateur de Garges-lès-Gonesse,37; rue du Tiers Pot  ,95140,GARGES LES GONESSE,+33 1 30 11 11 20,48.9676995,2.3980805,
Délégué du Médiateur de Sarcelles,31bis; avenue du 8 Mai 1945  ,95200,SARCELLES,+33 1 39 94 96 22,48.977506,2.3717683,
Délégué du Médiateur de la Courneuve,2; avenue de la République  ,93120,LA COURNEUVE,+33 1 49 92 62 05,48.9249287,2.3882455,
Délégué du Médiateur de Persan,6; rue du 8 Mai 1945  ,95340,PERSAN,+33 1 39 37 08 74,49.1452168,2.2828277,
Délégué du Médiateur de Basse-Terre,Rue de Lardenoy  ,97100,BASSE TERRE,+33 5 90 99 39 00,15.998761,-61.725646,
Délégué du Médiateur d'Évreux,Boulevard Georges Chauvin  ,27022,EVREUX CEDEX,+33 2 32 78 26 36,49.0254894,1.1430799,
Délégué du Médiateur de Guéret,Place Louis Lacrocq BP 79 ,23000,GUERET,+33 5 55 51 58 00,46.1691761,1.868824,
Délégué du Médiateur de Châteauroux,Place Victoire des Alliés  ,36000,CHATEAUROUX,+33 2 54 29 51 69,46.8117503,1.6869826,
Tribunal d'Instance de Paris 4ème,Mairie 2 Place Baudoyer ,75004,PARIS,+33 1 42 72 11 53,48.884589,2.340359,
Délégué du Médiateur de Charleville-Mézières,Place Lucien Hubert  ,8000,CHARLEVILLE MEZIERES,+33 3 24 32 33 69,49.7611181,4.7196636,
Délégué du Médiateur de Nice,  ,6000,NICE,,43.6949715,7.2648874,
Délégué du Médiateur de Canteleu,6; ancienne route de Duclair  ,76380,CANTELEU,+33 2 32 83 20 31,49.4479916,1.0341981,
Délégué du Médiateur de Dieppe,-salle Erignac- 5; rue du 8 Mai 1945 BP 225,76200,DIEPPE,+33 2 35 06 30 00,49.9242164,1.0784272,
Délégué du Médiateur des Ulis,Groupe scolaire des Bergères  ,91940,LES ULIS,+33 1 64 86 14 05,48.6828383,2.1691962,
Délégué du Médiateur de Bron,3/5; rue Carnot  ,69500,BRON,+33 4 78 26 49 39,45.7335423,4.9066095,
Délégué du Médiateur d'Arras,Rue Ferdinand Buisson  ,62000,ARRAS,+33 3 21 21 20 39,50.2916116,2.7639579,
Délégué du Médiateur d'Elbeuf,27; place de la République  ,76500,ELBEUF,+33 2 35 77 23 24,49.2898365,0.9998681,
Délégué du Médiateur d'Annecy,1; avenue d'Albigny BP 23-32 ,74000,ANNECY,+33 4 50 33 61 16,45.9028358,6.1341053,
Délégué du Médiateur de Maubeuge,Place de l'industrie - Sous le bois -  ,59600,MAUBEUGE,+33 3 27 62 12 04,50.284932,3.961301,
Délégué du Médiateur de Nevers,64; rue de la Préfecture  ,58000,NEVERS,+33 3 86 60 70 21,46.9926626,3.1619408,
Délégué du Médiateur d'Alençon,39; rue Saint-Blaise  ,61000,ALENCON,+33 2 33 80 62 18,48.432237,0.091268,
Délégué du Médiateur de Loos,104; rue du Maréchal Foch  ,59120,LOOS,+33 3 20 50 00 02,50.6148452,3.0147143,
Délégué du Médiateur de Grenoble,25; rue de Constantine  ,38100,GRENOBLE,+33 6 09 57 14 40,45.160035,5.734026,
Délégué du Médiateur de Villefontaine,Place du 11 novembre 1918  ,38090,VILLEFONTAINE,+33 4 74 96 94 67,45.6129555,5.1482713,
Délégué du Médiateur de Saint-Nazaire,1; rue Vincent Auriol BP 425 ,44600,ST NAZAIRE,+33 2 51 76 00 19,47.2723461,-2.206609,
Délégué du Médiateur de Dax,5; avenue Paul Doumer  ,40100,DAX,+33 5 58 90 09 90,43.7033302,-1.0565453,
Tribunal d'Instance de Saint-Etienne,Place du Palais de Justice  ,42022,ST ETIENNE CEDEX 1,+33 4 77 43 22 61,45.4379283,4.3842586,
Bureau d'aide aux victimes des Sables d'Olonne,Place du Palais de Justice B.P. 10365 ,85109,LES SABLES D'OLONNE CEDEX,,46.4950214,-1.7886753,
Permanence juridique des avocats du Mans,Maison des avocats 1 rue Montauban ,72000,LE MANS,+33 2 43 28 31 10,48.006668,0.200197,
Tribunal de Grande Instance de Rennes,Cité Judiciaire - CS 73127 7 Rue Pierre Abélard ,35031,RENNES CEDEX,+33 2 99 65 37 37,48.105532,-1.686493,
Tribunal de Grande Instance de Bordeaux,30 Rue des Frères Bonie  ,33077,BORDEAUX CEDEX,+33 5 47 33 90 00,44.836622,-0.580456,
Tribunal d'Instance de Saint-Gaudens,Palais de Justice B.P. 20209 ,31806,ST GAUDENS CEDEX,+33 5 62 00 83 40,43.133668,0.744874,
Tribunal d'Instance d'Aix-en-Provence,32A Boulevard Emile Zola CS 70719 ,13616,AIX EN PROVENCE CEDEX 1,+33 4 42 17 55 00,43.53282,5.454541,
Tribunal d'Instance de Gap,Palais de Justice Place Saint-Arnoux   B.P. 77 ,5007,GAP CEDEX,+33 4 92 40 70 00,44.5573985249,6.07751415079,
Tribunal d'Instance de Saint-Quentin,Rue Victor Basch B.P. 645/2 ,2322,ST QUENTIN CEDEX,+33 3 23 06 29 60,49.84719,3.285475,
Tribunal d'Instance de Saint-Flour,Palais de Justice 1 Rue du Théâtre  B.P. 34 ,15101,ST FLOUR CEDEX,+33 4 71 60 03 75,45.033198,3.09155,
Tribunal d'Instance de Vire,19 Rue de la Sous-Préfecture B.P. 137 ,14504,VIRE CEDEX,+33 2 31 68 01 03,48.840216,-0.895791,
Tribunal d'Instance de Tarascon,Quartier Kilmaine Batiment Austerlitz ,13150,TARASCON,+33 4 90 91 49 89,43.795951,4.691227,
Tribunal d'Instance de Lisieux,2 Bis Boulevard Carnot B.P. 212 ,14107,LISIEUX CEDEX,+33 2 31 62 07 31,49.147683,0.223672,
Tribunal d'Instance de Foix,Palais de Justice 14 Rue du Rocher  B.P. 78 ,9008,FOIX CEDEX,+33 5 34 09 37 50,42.96647,1.605087,
Tribunal d'Instance de Sedan,1 Rue de la Comédie B.P. 90234 ,8208,SEDAN CEDEX,+33 3 24 29 10 17,49.70259,4.943716,
Tribunal d'Instance de Millau,2 Boulevard de l'Ayrolle B.P. 353 ,12103,MILLAU CEDEX,+33 5 65 61 48 00,44.099492,3.07832,
Tribunal d'Instance de Narbonne,19 Bd du Général de Gaulle B.P. 810 ,11108,NARBONNE CEDEX,+33 4 34 44 60 70,43.185887,3.009311,
Tribunal d'instance d'Annonay,26 boulevard de la République  ,7100,ANNONAY,+33 4 75 67 73 13,45.2439614,4.6737007,
Point d'accès au droit de Noisy-Le-Sec,Mairie Place du Maréchal Foch ,93130,NOISY LE SEC,+33 1 49 42 66 00,48.8899076,2.4516275,
Maison de Justice et du Droit de Hérouville Saint-Clair,1bis Place de l'Europe  ,14200,Herouville Saint-Clair,+33 2 31 53 20 04,49.205283,-0.328559,
Point d'accès au droit de Falaise,12 place Guillaume le Conquérant  ,14700,FALAISE,+33 2 31 41 65 25,48.8938989,-0.2018433,
Maison de la justice et du droit de Châteaubriant,14 rue des Vauzelles  ,44110,CHATEAUBRIANT,+33 2 28 50 44 41,47.71248,-1.375141,
Délégué du Médiateur d'Athis-Mons,75; avenue François Mitterrand  ,91200,ATHIS MONS,+33 1 60 48 70 59,48.7037219,2.3715546,
Délégué du Médiateur de Guyancourt,5; place Rabelais  ,78280,GUYANCOURT,+33 1 39 30 32 40,48.7847863,2.0505163,
Tribunal de Grande Instance de Belfort,9 place de la République  ,90020,BELFORT CEDEX,+33 3 84 58 53 00,47.639285,6.861898,
Délégué du Médiateur de Savigny-le-Temple,34; place Elisée Reclus BP 50  ,77176,SAVIGNY LE TEMPLE,+33 1 64 19 10 60,48.5751872,2.5831332,
Conseil Départemental d'Accès au Droit de la Meuse,Tribunal de Grande Instance 21; Place Saint-Pierre BP 90289,55000,BAR-LE-DUC,+33 3 29 79 02 95,48.7687461,5.1592725,
Tribunal d'Instance de Condom,Place Lannelongue  ,32100,CONDOM,+33 5 62 28 15 49,43.9586285,0.3718807,
Tribunal d'Instance de Brest,Bâtiment QUAI OUEST 150 rue Ernest Hemingway ,29200,BREST,+33 2 98 20 75 10,48.385604,-4.478591,
Tribunal d'Instance de Toulouse,40 Avenue Camille Pujol B.P. 35847 ,31506,TOULOUSE CEDEX 5,+33 5 34 31 79 79,43.601085,1.461458,
Tribunal d'Instance de Montélimar,Place Emile Loubet B.P. 282 ,26207,MONTELIMAR CEDEX,+33 4 75 00 78 20,44.557143,4.74985,
Tribunal d'Instance de Bergerac,6 Bis Rue des Carmes  ,24100,BERGERAC,+33 5 53 57 06 15,44.8533584,0.4867557,
Tribunal d'Instance de Dreux,2 Place Anatole France  ,28100,DREUX,+33 2 37 38 08 50,48.7362277,1.3644626,
Tribunal d'Instance de Dijon,Cité Judiciaire 13 Bld Clémenceau B.P. 51 ,21072,DIJON CEDEX,+33 3 80 70 45 25,47.323411,5.045469,
Tribunal d'Instance de Beaune,Rue du Tribunal B.P. 187 ,21205,BEAUNE CEDEX,+33 3 80 25 03 80,47.023336,4.840481,
Tribunal d'Instance de La Rochelle,67 Rue de Jéricho  ,17041,LA ROCHELLE CEDEX 1,+33 5 46 27 63 64,46.167324,-1.166238,
Tribunal d'Instance de Brive-la-Gaillarde,6 rue St Bernard  ,19100,BRIVE LA GAILLARDE,+33 5 55 92 67 39,45.157501,1.531457,
Tribunal d'Instance de Saint-Amand-Montrond,11 Cours Manuel  ,18204,ST AMAND MONTROND CEDEX,+33 2 48 96 08 48,46.720809,2.505611,
Délégué du Médiateur de Toulouse,Place Commerciale d'Empalot  ,31000,TOULOUSE,+33 5 61 22 22 34,43.604363,1.4429513,
Délégué du Médiateur de Saint-Denis,4; rue Romain Rolland  ,97490,STE CLOTILDE,+33 2 62 92 27 50,-20.882057,55.450675,
Relais d'accès au droit de Paris,Médecins du Monde Mission France 62bis avenue Parmentier ,75011,PARIS,+33 1 43 14 81 81,48.862629,2.376466,
École nationale de la protection judiciaire de la jeunesse,16; rue du Curoir  ,59100,ROUBAIX,03.59.03.14.14,50.6893129,3.1723263,
Point d'Accès au Droit,Comité d'action juridique (CAJ) 117 Rue des Alliés ,38030,Grenoble cedex 2,+33 4 76 09 26 05,45.1720255,5.7232581,
École nationale des greffes,5 boulevard de la Marne  ,21071,DIJON CEDEX,03 80 60 56 00,47.3297531153,5.04911774418,
Bureau d'aide aux victimes de Lille,13 Avenue du Peuple Belge B.P. 729 ,59034,LILLE CEDEX,,50.6420131,3.0633352,
Délégué du Médiateur d'Osny,  ,95520,OSNY,,49.061835,2.0508372,
Centre de détention du Port (la Réunion),  ,97823,LE PORT CEDEX,,-20.945686,55.295055,
Chambre Détachée de la Cour d'Appel de Fort de France à Cayenne,Avenue du Général de Gaulle  ,97300,CAYENNE,+33 5 94 30 11 60,4.9383192,-52.3294682,
Cour Administrative d'Appel de Paris,68 Rue François Miron  ,75004,PARIS,+33 1 58 28 90 00,48.8554998,2.3584188,
Relais d'Accès au Droit,3 Rue Paul Langevin  ,28401,Nogent-le-Rotrou cedex,+33 2 37 54 51 64,48.3220743,0.7998786,
Centre de détention de Roanne,Rue Georges Mandel BP 10008 ,42311,ROANNE CEDEX,,46.0539852,4.1005294,
Cour Administrative d'Appel de Versailles,2 Esplanade Grand Siècle C.P. 1102 ,78011,VERSAILLES CEDEX,+33 1 30 84 47 00,48.803709,2.156343,
Conseil de Prud'hommes de Charleville-Mézières,12 Rue Madame de Sévigné  ,8000,CHARLEVILLE MEZIERES,+33 3 24 33 23 78,49.771015,4.717206,
Conseil de Prud'hommes de Cannes,1 Rue Philibert Delorme  ,6400,CANNES,+33 4 93 06 48 88,43.5599697,7.016788,
