intitule,type,adresse,codepostal,ville,telephone,latitude,longitude,
Tribunal d'Instance de Guingamp,INSTANCE,Place de Verdun B.P. 70518,22,GUINGAMP CEDEX,+33 2 96 40 11 40,48.560318,-3.148535,
Tribunal d'Instance de Dinan,INSTANCE,20 place Duguesclin BP 11012,22,DINAN CEDEX,+33 2 96 87 16 96,48.451915,-2.043854,
Tribunal d'Instance de Gonesse,INSTANCE,Place de la Liberté et du 8 Mai 1945      B.P. 18,95,GONESSE CEDEX,+33 1 34 53 43 73,48.998217,2.419424,
Tribunal d'Instance de Montpellier,INSTANCE,9 rue de Tarragone CS 29029,34,MONTPELLIER,+33 4 34 08 31 42,43.604817,3.886256,
Tribunal d'Instance de Muret,INSTANCE,58 Rue Clément Ader ,31,MURET,+33 5 61 51 96 50,43.4610672,1.3262562,
Tribunal d'Instance d'Uzès,INSTANCE,Place de l'Evéché B.P. 109,30,UZES CEDEX,+33 4 66 22 12 12,44.012426,4.421886,
Tribunal d'Instance de Nîmes,INSTANCE,5 avenue Feuchères ,30,NIMES,+33 4 66 36 39 00,43.834058,4.364141,
Tribunal d'Instance de Bernay,INSTANCE,Place Gustave Héon B.P. 761,27,BERNAY CEDEX,+33 2 32 47 52 20,49.08966,0.597699,
Tribunal d'Instance des Andelys,INSTANCE,Boulevard du Général de Gaulle B.P. 518,27,LES ANDELYS CEDEX,+33 2 32 54 11 70,49.246779,1.420092,
Tribunal d'Instance de Valence,INSTANCE,2 Place du Palais B.P. 2127,26,VALENCE CEDEX,+33 4 75 75 97 77,44.931449,4.892692,
Tribunal d'Instance de Romans-sur-Isère,INSTANCE,place Jules Nadi BP 182,26,ROMANS SUR ISERE CEDEX,+33 4 75 02 09 17,45.044255,5.052603,
Tribunal d'Instance de Saint-Dizier,INSTANCE,Cité Administrative 12 Rue de la Commune de Paris,52,ST DIZIER,+33 3 25 05 10 46,48.6362998,4.9474544,
Tribunal d'Instance de Châlons-en-Champagne,INSTANCE,2 Rue Perrot d'Ablancourt ,51,CHALONS EN CHAMPAGNE,+33 3 26 69 27 35,48.9591414,4.362875,
Tribunal d'Instance de Coutances,INSTANCE,38 rue Tancrede CS 70838,50,COUTANCES CEDEX,+33 2 33 76 68 43,49.048895,-1.44432,
Tribunal d'Instance d'Angers,INSTANCE,39 boulevard Pierre de Coubertin CS 21006,49,ANGERS CEDEX,+33 2 44 01 50 32,47.462877,-0.532309,
Tribunal d'Instance d'Orléans,INSTANCE,44 Rue de la Bretonnerie ,45,ORLEANS CEDEX 1,+33 2 38 74 58 34,47.9047677,1.9054466,
Tribunal d'Instance de Lons-le-Saunier,INSTANCE,1 rue de Balerne ,39,LONS LE SAUNIER CEDEX,+33 3 84 87 16 00,46.675662,5.556349,
Tribunal d'Instance de Dole,INSTANCE,39 Rue des Arènes B.P. 38,39,DOLE CEDEX,+33 3 84 79 42 21,47.090849,5.490702,
Tribunal d'Instance de Bourgoin-Jallieu,INSTANCE,12 Rue du Tribunal ,38,BOURGOIN JALLIEU CEDEX,+33 4 74 28 89 29,45.586833,5.27603,
Tribunal d'Instance d'Oloron-Sainte-Marie,INSTANCE,Place Mendiondou ,64,OLORON STE MARIE,+33 5 59 39 11 56,43.192283,-0.607396,
Tribunal d'Instance de Montreuil (62),INSTANCE,1 Rue des Carmes ,93,MONTREUIL,+33 3 21 06 06 96,50.4642513,1.7656732,
Tribunal d'instance de Flers,INSTANCE,33 rue Jules Gévelot BP 419,61,FLERS,+33 2 33 65 35 04,48.752577,-0.572748,
Tribunal d'Instance d'Argentan,INSTANCE,Place du Docteur Couinaud BP 80147,61,ARGENTAN CEDEX,+33 2 33 12 14 50,48.743803,-0.016761,
Tribunal d'Instance d'Alençon,INSTANCE,22 Avenue Wilson B.P. 312,61,ALENCON,+33 2 33 29 42 93,48.43399,0.095661,
Tribunal d'Instance de Lille,INSTANCE,2 Place du Concert B.P. 70449,59,LILLE CEDEX,+33 3 20 78 33 33,50.634844,3.049511,
Tribunal d'Instance d'Avesnes-sur-Helpe,INSTANCE,Plateau Chemerault 11 Rue Mal Joffre BP 205,59,AVESNES SUR HELPE,+33 3 27 57 78 00,50.123487,3.92827,
Tribunal d'Instance de Nevers,INSTANCE,6 Rue Gambetta B.P. 62,58,NEVERS CEDEX,+33 3 86 93 02 70,46.989938,3.159654,
Tribunal d'Instance de Meaux,INSTANCE,Avenue Salvador Allendé ,77,MEAUX,+33 1 60 09 76 82,48.9555641,2.890683,
Tribunal d'Instance du Havre,INSTANCE,70 Rue Mal de Lattre de Tassigny B.P. 7,76,LE HAVRE CEDEX,+33 2 35 19 73 00,49.491495,0.114275,
Tribunal d'Instance de Dieppe,INSTANCE,Palais de Justice- Square Carnot BP 189,76,DIEPPE CEDEX,+33 2 35 84 13 08,49.924564,1.083359,
Tribunal d'Instance de La Flèche,INSTANCE,1 Rue Saint-Thomas B.P. 131,72,LA FLECHE CEDEX,+33 2 43 94 04 15,47.699113,-0.075764,
Tribunal d'Instance de Chalon-sur-Saône,INSTANCE,Résidence Saint-Germain 1 B  Rue de Bourgogne,71,CHALON SUR SAONE,+33 3 85 97 16 90,46.7910553,4.8371648,
Tribunal d'Instance de Lyon,INSTANCE,67 Rue Servient ,69,LYON CEDEX 03,+33 4 72 60 75 75,45.7603055,4.8465698,
Tribunal d'Instance de Sélestat,INSTANCE,17 Allée de la 1ère Armée ,67,SELESTAT,+33 3 88 57 40 50,48.26047,7.451085,
Tribunal d'Instance d'Haguenau,INSTANCE,84 Grand'Rue B.P. 10240,67,HAGUENAU CEDEX,+33 3 88 06 03 80,48.814282,7.789851,
Tribunal d'Instance de Sens,INSTANCE,3 Rue Thenard ,89,SENS,+33 3 86 83 91 00,48.1986996,3.2837194,
Tribunal d'Instance d'Auxerre,INSTANCE,Place du Palais de Justice B.P. 39,89,AUXERRE CEDEX,+33 3 86 72 30 30,47.798136,3.567723,
Tribunal d'Instance de Poitiers,INSTANCE,24 Rue du Moulin à Vent B.P. 79,86,POITIERS,+33 5 49 60 55 50,46.584375,0.341038,
Tribunal d'Instance de Châtellerault,INSTANCE,1 Avenue Georges Clémenceau BP 30630,86,CHATELLERAULT CEDEX,+33 5 49 21 06 33,46.8176518,0.5462628,
Tribunal d'instance de Pertuis,INSTANCE,Place du 4 Septembre ,84,PERTUIS,+33 4 90 79 21 16,43.6943519,5.5009695,
Tribunal d'Instance de Brignoles,INSTANCE,1 Place du Palais de Justice ,83,BRIGNOLES CEDEX,+33 4 94 69 63 83,43.4066884,6.0587306,
Tribunal d'Instance d'Abbeville,INSTANCE,79 Rue du Maréchal Foch B.P. 330,80,ABBEVILLE CEDEX,+33 3 22 25 37 30,50.103733,1.837252,
Tribunal d'Instance de Mantes-la-Jolie,INSTANCE,20 Avenue de la République ,78,MANTES LA JOLIE,+33 1 30 98 14 00,48.9896755,1.7131315,
Tribunal d'Instance de Paris 4ème,INSTANCE,Mairie 2 Place Baudoyer,75,PARIS,+33 1 42 72 11 53,48.884589,2.340359,
